location_code,measurement_time,bicycle_count
PUT04_057A_P,2022-08-10 03:00:00,64
PUT04_057A_P,2022-08-10 04:00:00,68.73
PUT04_057A_P,2022-08-10 05:00:00,48
PUT04_057A_P,2022-08-10 06:00:00,76
PUT04_057A_P,2022-08-10 07:00:00,192
PUT04_057A_P,2022-08-10 08:00:00,319
PUT04_057A_P,2022-08-10 09:00:00,248
PUT04_057A_P,2022-08-10 10:00:00,285
PUT04_057A_P,2022-08-10 11:00:00,315
PUT04_057A_P,2022-08-10 12:00:00,462
PUT04_057A_P,2022-08-10 13:00:00,415
PUT04_057A_P,2022-08-10 14:00:00,438
PUT04_057A_P,2022-08-10 15:00:00,433
PUT04_057A_P,2022-08-10 16:00:00,525
PUT04_057A_P,2022-08-10 17:00:00,735
PUT04_057A_P,2022-08-10 18:00:00,606
PUT04_057A_P,2022-08-10 19:00:00,394
PUT04_057A_P,2022-08-10 20:00:00,356
PUT04_057A_P,2022-08-10 21:00:00,373
PUT04_057A_P,2022-08-10 22:00:00,320
PUT04_057A_P,2022-08-10 23:00:00,246
PUT04_057A_P,2022-08-11 00:00:00,149
PUT04_057A_P,2022-08-11 01:00:00,91
PUT04_057A_P,2022-08-11 02:00:00,62
PUT04_057A_P,2022-08-11 03:00:00,67
PUT04_057A_P,2022-08-11 04:00:00,46
PUT04_057A_P,2022-08-11 05:00:00,54
PUT04_057A_P,2022-08-11 06:00:00,69
PUT04_057A_P,2022-08-11 07:00:00,201
PUT04_057A_P,2022-08-11 08:00:00,367
PUT04_057A_P,2022-08-11 09:00:00,258
PUT04_057A_P,2022-08-11 10:00:00,297
PUT04_057A_P,2022-08-11 11:00:00,302
PUT04_057A_P,2022-08-11 12:00:00,367.64
PUT04_057A_P,2022-08-11 13:00:00,401
PUT04_057A_P,2022-08-11 14:00:00,396
PUT04_057A_P,2022-08-11 15:00:00,418
PUT04_057A_P,2022-08-11 16:00:00,512
PUT04_057A_P,2022-08-11 17:00:00,746
PUT04_057A_P,2022-08-11 18:00:00,639
PUT04_057A_P,2022-08-11 19:00:00,482
PUT04_057A_P,2022-08-11 20:00:00,433
PUT04_057A_P,2022-08-11 21:00:00,405
PUT04_057A_P,2022-08-11 22:00:00,298
PUT04_057A_P,2022-08-11 23:00:00,258
PUT04_057A_P,2022-08-12 00:00:00,211
PUT04_057A_P,2022-08-12 01:00:00,157
PUT04_057A_P,2022-08-12 02:00:00,126
PUT04_057A_P,2022-08-12 03:00:00,160
PUT04_057A_P,2022-08-12 04:00:00,111
PUT04_057A_P,2022-08-12 05:00:00,72
PUT04_057A_P,2022-08-12 06:00:00,70
PUT04_057A_P,2022-08-12 07:00:00,150
PUT04_057A_P,2022-08-12 08:00:00,252
PUT04_057A_P,2022-08-12 09:00:00,228
PUT04_057A_P,2022-08-12 10:00:00,305
PUT04_057A_P,2022-08-12 11:00:00,399
PUT04_057A_P,2022-08-12 12:00:00,385
PUT04_057A_P,2022-08-12 13:00:00,418
PUT04_057A_P,2022-08-12 14:00:00,446
PUT04_057A_P,2022-08-12 15:00:00,434
PUT04_057A_P,2022-08-12 16:00:00,550
PUT04_057A_P,2022-08-12 17:00:00,552
PUT04_057A_P,2022-08-12 18:00:00,625
PUT04_057A_P,2022-08-12 19:00:00,459
PUT04_057A_P,2022-08-12 20:00:00,435
PUT04_057A_P,2022-08-12 21:00:00,384
PUT04_057A_P,2022-08-12 22:00:00,403
PUT04_057A_P,2022-08-12 23:00:00,364
PUT04_057A_P,2022-08-13 00:00:00,341
PUT04_057A_P,2022-08-13 01:00:00,280
PUT04_057A_P,2022-08-13 02:00:00,252
PUT04_057A_P,2022-08-13 03:00:00,266
PUT04_057A_P,2022-08-13 04:00:00,177
PUT04_057A_P,2022-08-13 05:00:00,92
PUT04_057A_P,2022-08-13 06:00:00,70.91
PUT04_057A_P,2022-08-13 07:00:00,51
PUT04_057A_P,2022-08-13 08:00:00,99
PUT04_057A_P,2022-08-13 09:00:00,229
PUT04_057A_P,2022-08-13 10:00:00,349
PUT04_057A_P,2022-08-13 11:00:00,498
PUT04_057A_P,2022-08-13 12:00:00,491
PUT04_057A_P,2022-08-13 13:00:00,559
PUT04_057A_P,2022-08-13 14:00:00,585
PUT04_057A_P,2022-08-13 15:00:00,561
PUT04_057A_P,2022-08-13 16:00:00,535
PUT04_057A_P,2022-08-13 17:00:00,498
PUT04_057A_P,2022-08-13 18:00:00,453
PUT04_057A_P,2022-08-13 19:00:00,334
PUT04_057A_P,2022-08-13 20:00:00,355
PUT04_057A_P,2022-08-13 21:00:00,363
PUT04_057A_P,2022-08-13 22:00:00,383
PUT04_057A_P,2022-08-13 23:00:00,352
PUT04_057A_P,2022-08-14 00:00:00,354
PUT04_057A_P,2022-08-14 01:00:00,318
PUT04_057A_P,2022-08-14 02:00:00,269
PUT04_057A_P,2022-08-14 03:00:00,278
PUT04_057A_P,2022-08-14 04:00:00,168
PUT04_057A_P,2022-08-14 05:00:00,81
PUT04_057A_P,2022-08-14 06:00:00,55
PUT04_057A_P,2022-08-14 07:00:00,135
PUT04_057A_P,2022-08-14 08:00:00,116
PUT04_057A_P,2022-08-14 09:00:00,205.09
PUT04_057A_P,2022-08-14 10:00:00,200
PUT04_057A_P,2022-08-14 11:00:00,375
PUT04_057A_P,2022-08-14 12:00:00,373
PUT04_057A_P,2022-08-14 13:00:00,436
PUT04_057A_P,2022-08-14 14:00:00,410
PUT04_057A_P,2022-08-14 15:00:00,413
PUT04_057A_P,2022-08-14 16:00:00,433
PUT04_057A_P,2022-08-14 17:00:00,387
PUT04_057A_P,2022-08-14 18:00:00,476
PUT04_057A_P,2022-08-14 19:00:00,439
PUT04_057A_P,2022-08-14 20:00:00,344
PUT04_057A_P,2022-08-14 21:00:00,313
PUT04_057A_P,2022-08-14 22:00:00,216
PUT04_057A_P,2022-08-14 23:00:00,216
